Age,Workclass,Final Weight,Education,Education Number of Years,Marital-status,Occupation,Relationship,Race,Sex,Capital-gain,Capital-loss,Hours-per-week,Native-country,Income,Age_original,combined_group,sample_weight,Race_Sex_combined,Age_Sex_combined
Midlife,Self-emp-not-inc,35340,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K,55,Midlife_Self-emp-not-inc_Some-college_Married-civ-spouse_Craft-repair_Husband_White_Male_United-States,0.6282051282051282,White_Male,Midlife_Male
Midlife,Private,280483,HS-grad,9,Separated,Craft-repair,Unmarried,Black,Female,0,0,40,United-States,<=50K,47,Midlife_Private_HS-grad_Separated_Craft-repair_Unmarried_Black_Female_United-States,0.5,Black_Female,Midlife_Female
Midlife,Self-emp-inc,254211,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,60,United-States,>50K,52,Midlife_Self-emp-inc_Masters_Married-civ-spouse_Prof-specialty_Husband_White_Male_United-States,0.5,White_Male,Midlife_Male
Early Adulthood,Private,351324,Some-college,10,Never-married,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K,29,Early Adulthood_Private_Some-college_Never-married_Sales_Unmarried_White_Female_United-States,0.5,White_Female,Early Adulthood_Female
Early Adulthood,Private,58602,5th-6th,3,Never-married,Other-service,Not-in-family,White,Male,0,0,35,United-States,<=50K,36,Early Adulthood_Private_5th-6th_Never-married_Other-service_Not-in-family_White_Male_United-States,0.5,White_Male,Early Adulthood_Male
Early Adulthood,Private,64922,Bachelors,13,Separated,Other-service,Not-in-family,White,Male,0,0,70,England,<=50K,37,Early Adulthood_Private_Bachelors_Separated_Other-service_Not-in-family_White_Male_England,0.5,White_Male,Early Adulthood_Male
Midlife,Federal-gov,185616,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,1980,40,United-States,<=50K,41,Midlife_Federal-gov_HS-grad_Never-married_Adm-clerical_Not-in-family_White_Female_United-States,0.5,White_Female,Midlife_Female
Midlife,Private,185832,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,48,United-States,>50K,43,Midlife_Private_Some-college_Married-civ-spouse_Machine-op-inspct_Husband_White_Male_United-States,1.5333333333333334,White_Male,Midlife_Male
Youth,Private,254767,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,2105,0,50,United-States,<=50K,24,Youth_Private_7th-8th_Married-civ-spouse_Farming-fishing_Husband_White_Male_United-States,0.75,White_Male,Youth_Male
Early Adulthood,Federal-gov,32312,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,60,United-States,<=50K,39,Early Adulthood_Federal-gov_Bachelors_Never-married_Prof-specialty_Not-in-family_White_Female_United-States,0.5,White_Female,Early Adulthood_Female
Midlife,Self-emp-not-inc,109421,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K,47,Midlife_Self-emp-not-inc_Bachelors_Married-civ-spouse_Exec-managerial_Husband_White_Male_United-States,1.25,White_Male,Midlife_Male
Midlife,Private,183205,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,45,United-States,<=50K,42,Midlife_Private_HS-grad_Divorced_Exec-managerial_Unmarried_White_Female_United-States,0.575,White_Female,Midlife_Female
Early Adulthood,Private,156897,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,2258,42,United-States,>50K,39,Early Adulthood_Private_HS-grad_Never-married_Craft-repair_Own-child_White_Male_United-States,38.0,White_Male,Early Adulthood_Male
Midlife,Local-gov,145886,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,60,United-States,<=50K,48,Midlife_Local-gov_Bachelors_Divorced_Prof-specialty_Unmarried_White_Female_United-States,0.5625,White_Female,Midlife_Female
Midlife,Local-gov,29819,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,1977,50,United-States,>50K,47,Midlife_Local-gov_Masters_Married-civ-spouse_Exec-managerial_Husband_Black_Male_United-States,0.5,Black_Male,Midlife_Male
Early Adulthood,Private,244566,10th,6,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K,27,Early Adulthood_Private_10th_Married-civ-spouse_Handlers-cleaners_Husband_White_Male_United-States,0.5,White_Male,Early Adulthood_Male
Early Adulthood,Private,253801,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Ecuador,<=50K,29,Early Adulthood_Private_HS-grad_Married-civ-spouse_Craft-repair_Husband_White_Male_Ecuador,0.5,White_Male,Early Adulthood_Male
Youth,Private,181313,Assoc-voc,11,Never-married,Other-service,Not-in-family,White,Female,0,0,30,United-States,<=50K,22,Youth_Private_Assoc-voc_Never-married_Other-service_Not-in-family_White_Female_United-States,0.5,White_Female,Youth_Female
Early Adulthood,State-gov,150566,HS-grad,9,Separated,Craft-repair,Not-in-family,White,Male,0,0,44,United-States,<=50K,37,Early Adulthood_State-gov_HS-grad_Separated_Craft-repair_Not-in-family_White_Male_United-States,0.5,White_Male,Early Adulthood_Male
Early Adulthood,Private,237713,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,<=50K,38,Early Adulthood_Private_Bachelors_Married-civ-spouse_Exec-managerial_Husband_White_Male_United-States,2.136986301369863,White_Male,Early Adulthood_Male
Early Adulthood,Private,112137,Preschool,1,Married-civ-spouse,Machine-op-inspct,Wife,Asian-Pac-Islander,Female,4508,0,40,Cambodia,<=50K,32,Early Adulthood_Private_Preschool_Married-civ-spouse_Machine-op-inspct_Wife_Asian-Pac-Islander_Female_Cambodia,0.5,Asian-Pac-Islander_Female,Early Adulthood_Female
Midlife,Local-gov,187969,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,0,0,80,United-States,<=50K,48,Midlife_Local-gov_Masters_Divorced_Prof-specialty_Unmarried_White_Female_United-States,0.5625,White_Female,Midlife_Female
Midlife,Self-emp-not-inc,224108,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,50,United-States,<=50K,46,Midlife_Self-emp-not-inc_HS-grad_Married-civ-spouse_Exec-managerial_Wife_White_Female_United-States,0.6,White_Female,Midlife_Female
Midlife,Private,174754,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Female,0,0,38,United-States,<=50K,51,Midlife_Private_HS-grad_Never-married_Other-service_Not-in-family_Black_Female_United-States,0.5,Black_Female,Midlife_Female
Early Adulthood,Self-emp-inc,219705,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,5013,0,55,United-States,<=50K,28,Early Adulthood_Self-emp-inc_Bachelors_Married-civ-spouse_Exec-managerial_Husband_White_Male_United-States,2.4166666666666665,White_Male,Early Adulthood_Male
Early Adulthood,Private,167062,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K,35,Early Adulthood_Private_HS-grad_Married-civ-spouse_Adm-clerical_Husband_White_Male_United-States,0.6339285714285714,White_Male,Early Adulthood_Male
Youth,Private,190325,11th,7,Never-married,Craft-repair,Own-child,White,Male,0,0,30,United-States,<=50K,18,Youth_Private_11th_Never-married_Craft-repair_Own-child_White_Male_United-States,0.5,White_Male,Youth_Male
Midlife,Private,108859,HS-grad,9,Separated,Craft-repair,Unmarried,Black,Female,0,0,40,United-States,<=50K,45,Midlife_Private_HS-grad_Separated_Craft-repair_Unmarried_Black_Female_United-States,0.5,Black_Female,Midlife_Female
Early Adulthood,Self-emp-not-inc,344351,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K,36,Early Adulthood_Self-emp-not-inc_HS-grad_Never-married_Transport-moving_Own-child_White_Male_United-States,0.5,White_Male,Early Adulthood_Male
Elderly,Private,153127,Some-college,10,Widowed,Priv-house-serv,Unmarried,White,Female,0,0,10,United-States,<=50K,73,Elderly_Private_Some-college_Widowed_Priv-house-serv_Unmarried_White_Female_United-States,0.5,White_Female,Elderly_Female
Midlife,Private,180881,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,52,Midlife_Private_Bachelors_Married-civ-spouse_Exec-managerial_Husband_White_Male_United-States,4.455882352941177,White_Male,Midlife_Male
Youth,Private,183066,10th,6,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K,17,Youth_Private_10th_Never-married_Other-service_Own-child_White_Female_United-States,0.5,White_Female,Youth_Female
Early Adulthood,Federal-gov,339002,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,29,Early Adulthood_Federal-gov_Assoc-voc_Married-civ-spouse_Craft-repair_Husband_White_Male_United-States,1.0,White_Male,Early Adulthood_Male
Early Adulthood,Private,185480,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,?,>50K,31,Early Adulthood_Private_HS-grad_Married-civ-spouse_Adm-clerical_Wife_White_Female_?,0.5,White_Female,Early Adulthood_Female
Youth,Private,172047,Some-college,10,Never-married,Farming-fishing,Own-child,White,Male,0,0,10,United-States,<=50K,20,Youth_Private_Some-college_Never-married_Farming-fishing_Own-child_White_Male_United-States,0.5,White_Male,Youth_Male
Midlife,Private,94600,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,5178,0,40,United-States,>50K,42,Midlife_Private_HS-grad_Married-civ-spouse_Craft-repair_Husband_White_Male_United-States,1.0991189427312775,White_Male,Midlife_Male
Early Adulthood,Private,302604,Some-college,10,Separated,Other-service,Other-relative,White,Female,0,0,40,United-States,<=50K,37,Early Adulthood_Private_Some-college_Separated_Other-service_Other-relative_White_Female_United-States,0.5,White_Female,Early Adulthood_Female
Early Adulthood,Private,248094,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K,40,Early Adulthood_Private_HS-grad_Married-civ-spouse_Transport-moving_Husband_White_Male_United-States,0.6815476190476191,White_Male,Early Adulthood_Male
Early Adulthood,Private,36467,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,United-States,>50K,32,Early Adulthood_Private_Assoc-acdm_Married-civ-spouse_Adm-clerical_Husband_White_Male_United-States,1.1,White_Male,Early Adulthood_Male
Early Adulthood,Private,53181,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States,>50K,29,Early Adulthood_Private_Masters_Married-civ-spouse_Prof-specialty_Husband_White_Male_United-States,0.7049180327868853,White_Male,Early Adulthood_Male
Youth,Private,181032,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,40,United-States,<=50K,20,Youth_Private_Some-college_Never-married_Machine-op-inspct_Own-child_White_Female_United-States,0.5,White_Female,Youth_Female
Early Adulthood,Private,248990,11th,7,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K,26,Early Adulthood_Private_11th_Married-civ-spouse_Adm-clerical_Husband_White_Male_United-States,1.5,White_Male,Early Adulthood_Male
Youth,Private,40512,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,3674,0,30,United-States,<=50K,25,Youth_Private_Bachelors_Never-married_Prof-specialty_Not-in-family_White_Male_United-States,0.5131578947368421,White_Male,Youth_Male
Early Adulthood,Private,117381,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,80,United-States,>50K,37,Early Adulthood_Private_HS-grad_Married-civ-spouse_Tech-support_Husband_White_Male_United-States,1.0416666666666667,White_Male,Early Adulthood_Male
Youth,?,173125,12th,8,Never-married,?,Own-child,White,Female,0,0,24,United-States,<=50K,18,Youth_?_12th_Never-married_?_Own-child_White_Female_United-States,0.5,White_Female,Youth_Female
Early Adulthood,?,316663,Some-college,10,Married-civ-spouse,?,Wife,White,Female,0,0,50,United-States,<=50K,33,Early Adulthood_?_Some-college_Married-civ-spouse_?_Wife_White_Female_United-States,0.6785714285714286,White_Female,Early Adulthood_Female
Early Adulthood,Private,154966,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Puerto-Rico,<=50K,26,Early Adulthood_Private_Some-college_Married-civ-spouse_Craft-repair_Husband_White_Male_Puerto-Rico,0.5,White_Male,Early Adulthood_Male
Youth,Private,198259,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,30,United-States,<=50K,24,Youth_Private_HS-grad_Never-married_Sales_Own-child_White_Female_United-States,0.5071428571428571,White_Female,Youth_Female
Early Adulthood,Private,167939,HS-grad,9,Married-civ-spouse,Other-service,Own-child,White,Female,0,0,25,United-States,<=50K,33,Early Adulthood_Private_HS-grad_Married-civ-spouse_Other-service_Own-child_White_Female_United-States,0.5,White_Female,Early Adulthood_Female
Youth,Private,131275,HS-grad,9,Never-married,Craft-repair,Own-child,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K,23,Youth_Private_HS-grad_Never-married_Craft-repair_Own-child_Amer-Indian-Eskimo_Male_United-States,0.5,Amer-Indian-Eskimo_Male,Youth_Male
Youth,?,236523,10th,6,Never-married,?,Own-child,Black,Male,0,0,40,United-States,<=50K,20,Youth_?_10th_Never-married_?_Own-child_Black_Male_United-States,0.5,Black_Male,Youth_Male
Early Adulthood,Private,272950,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,<=50K,36,Early Adulthood_Private_Some-college_Never-married_Sales_Not-in-family_White_Male_United-States,0.5222222222222223,White_Male,Early Adulthood_Male
Early Adulthood,Private,174503,Bachelors,13,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,<=50K,37,Early Adulthood_Private_Bachelors_Widowed_Prof-specialty_Not-in-family_White_Female_United-States,0.5,White_Female,Early Adulthood_Female
Youth,Private,116800,Assoc-voc,11,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,35,United-States,<=50K,24,Youth_Private_Assoc-voc_Never-married_Machine-op-inspct_Own-child_White_Male_United-States,0.5,White_Male,Youth_Male
Early Adulthood,Private,110713,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K,38,Early Adulthood_Private_Assoc-acdm_Married-civ-spouse_Craft-repair_Husband_White_Male_United-States,1.7777777777777777,White_Male,Early Adulthood_Male
Midlife,Private,202044,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,45,United-States,<=50K,50,Midlife_Private_Bachelors_Divorced_Prof-specialty_Unmarried_White_Female_United-States,0.75,White_Female,Midlife_Female
Midlife,Private,300528,11th,7,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K,44,Midlife_Private_11th_Married-civ-spouse_Adm-clerical_Husband_White_Male_United-States,1.5,White_Male,Midlife_Male
Midlife,Private,54985,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1887,40,United-States,>50K,46,Midlife_Private_HS-grad_Married-civ-spouse_Machine-op-inspct_Husband_White_Male_United-States,1.3716216216216215,White_Male,Midlife_Male
Midlife,Private,133126,Some-college,10,Never-married,Craft-repair,Not-in-family,Black,Female,0,0,40,United-States,<=50K,57,Midlife_Private_Some-college_Never-married_Craft-repair_Not-in-family_Black_Female_United-States,0.5,Black_Female,Midlife_Female
Early Adulthood,Private,74593,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,70,United-States,<=50K,37,Early Adulthood_Private_HS-grad_Married-civ-spouse_Craft-repair_Husband_White_Male_United-States,0.6767441860465117,White_Male,Early Adulthood_Male
Midlife,Private,302424,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,55,United-States,<=50K,44,Midlife_Private_HS-grad_Divorced_Machine-op-inspct_Not-in-family_White_Male_United-States,0.5,White_Male,Midlife_Male
Youth,Private,344492,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,30,United-States,<=50K,21,Youth_Private_Some-college_Never-married_Other-service_Own-child_White_Female_United-States,0.5,White_Female,Youth_Female
Early Adulthood,Private,349148,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,31,Early Adulthood_Private_HS-grad_Married-civ-spouse_Craft-repair_Husband_White_Male_United-States,1.9144736842105263,White_Male,Early Adulthood_Male
Early Adulthood,Private,222221,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298,0,42,United-States,>50K,32,Early Adulthood_Private_Assoc-voc_Married-civ-spouse_Prof-specialty_Husband_White_Male_United-States,1.0416666666666667,White_Male,Early Adulthood_Male
Midlife,Private,234699,HS-grad,9,Married-spouse-absent,Other-service,Unmarried,Black,Female,0,0,60,United-States,>50K,45,Midlife_Private_HS-grad_Married-spouse-absent_Other-service_Unmarried_Black_Female_United-States,0.5,Black_Female,Midlife_Female
Youth,Local-gov,243178,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K,20,Youth_Local-gov_HS-grad_Never-married_Handlers-cleaners_Own-child_White_Male_United-States,0.5,White_Male,Youth_Male
Midlife,Private,189728,HS-grad,9,Separated,Priv-house-serv,Not-in-family,White,Female,0,0,50,United-States,<=50K,52,Midlife_Private_HS-grad_Separated_Priv-house-serv_Not-in-family_White_Female_United-States,0.5,White_Female,Midlife_Female
Midlife,Self-emp-not-inc,318593,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,25,United-States,<=50K,47,Midlife_Self-emp-not-inc_HS-grad_Married-civ-spouse_Exec-managerial_Husband_White_Male_United-States,0.7162162162162162,White_Male,Midlife_Male
Midlife,Private,108681,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K,41,Midlife_Private_Some-college_Married-civ-spouse_Adm-clerical_Wife_White_Female_United-States,1.125,White_Female,Midlife_Female
Early Adulthood,Private,187376,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,>50K,40,Early Adulthood_Private_Some-college_Married-civ-spouse_Sales_Husband_White_Male_United-States,1.2410714285714286,White_Male,Early Adulthood_Male
Midlife,State-gov,75409,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,>50K,41,Midlife_State-gov_Bachelors_Married-civ-spouse_Prof-specialty_Wife_White_Female_United-States,0.625,White_Female,Midlife_Female
