Age,Workclass,Final Weight,Education,Education Number of Years,Marital-status,Occupation,Relationship,Race,Sex,Capital-gain,Capital-loss,Hours-per-week,Native-country,Age_original,Income,Race_Sex_combined,Age_Sex_combined
Early Adulthood,Private,29522,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States,30,<=50K,White_Female,Early Adulthood_Female
Early Adulthood,Private,36340,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,24,United-States,30,<=50K,White_Female,Early Adulthood_Female
Midlife,Private,320984,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,65,United-States,41,>50K,White_Male,Midlife_Male
Midlife,?,403625,Some-college,10,Married-civ-spouse,?,Husband,Asian-Pac-Islander,Male,0,0,60,United-States,57,>50K,Asian-Pac-Islander_Male,Midlife_Male
Youth,Private,122346,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,23,<=50K,White_Male,Youth_Male
Early Adulthood,Private,105794,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,14084,0,50,United-States,40,>50K,White_Female,Early Adulthood_Female
Midlife,Private,152883,HS-grad,9,Widowed,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,53,<=50K,Black_Female,Midlife_Female
Early Adulthood,State-gov,123037,Some-college,10,Never-married,Tech-support,Not-in-family,White,Male,0,0,13,United-States,31,<=50K,White_Male,Early Adulthood_Male
Midlife,?,339682,5th-6th,3,Married-civ-spouse,?,Husband,White,Male,0,0,40,Mexico,41,<=50K,White_Male,Midlife_Male
Early Adulthood,Private,182074,HS-grad,9,Never-married,Adm-clerical,Other-relative,White,Male,0,0,40,United-States,36,<=50K,White_Male,Early Adulthood_Male
Early Adulthood,Private,248588,12th,8,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,30,<=50K,White_Female,Early Adulthood_Female
Midlife,Private,187584,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,Canada,44,<=50K,White_Male,Midlife_Male
Early Adulthood,Private,46706,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,36,<=50K,White_Male,Early Adulthood_Male
Midlife,Private,190290,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,42,>50K,White_Male,Midlife_Male
Midlife,Self-emp-not-inc,247294,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,30,Peru,48,<=50K,White_Male,Midlife_Male
Youth,Private,117779,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States,22,<=50K,White_Male,Youth_Male
Early Adulthood,Private,121602,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,38,<=50K,White_Male,Early Adulthood_Male
Early Adulthood,Private,451744,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,31,<=50K,White_Male,Early Adulthood_Male
Early Adulthood,Private,107793,HS-grad,9,Divorced,Other-service,Own-child,White,Male,2174,0,40,United-States,32,<=50K,White_Male,Early Adulthood_Male
Early Adulthood,Private,339772,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,United-States,35,<=50K,Black_Male,Early Adulthood_Male
Youth,Private,185582,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,43,United-States,21,<=50K,White_Male,Youth_Male
Early Adulthood,Private,260614,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,26,<=50K,White_Male,Early Adulthood_Male
Youth,Local-gov,53220,HS-grad,9,Never-married,Adm-clerical,Own-child,Black,Female,0,0,40,United-States,19,<=50K,Black_Female,Youth_Female
Midlife,Private,213844,HS-grad,9,Married-AF-spouse,Craft-repair,Wife,Black,Female,0,0,42,United-States,43,>50K,Black_Female,Midlife_Female
Early Adulthood,Private,213226,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,33,<=50K,White_Male,Early Adulthood_Male
Early Adulthood,Private,58582,Bachelors,13,Never-married,Craft-repair,Own-child,White,Male,0,0,10,United-States,30,<=50K,White_Male,Early Adulthood_Male
Midlife,Private,193116,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,52,<=50K,White_Male,Midlife_Male
Early Adulthood,Local-gov,201410,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,38,>50K,White_Male,Early Adulthood_Male
Early Adulthood,Private,190525,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,46,United-States,28,>50K,White_Male,Early Adulthood_Male
Midlife,Self-emp-not-inc,138285,Assoc-acdm,12,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Iran,57,<=50K,White_Male,Midlife_Male
Midlife,Private,111939,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,51,>50K,White_Male,Midlife_Male
Midlife,Private,109277,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,48,United-States,50,<=50K,White_Male,Midlife_Male
Early Adulthood,Private,331539,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,50,China,32,>50K,Asian-Pac-Islander_Male,Early Adulthood_Male
Early Adulthood,Private,396745,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2415,48,United-States,32,>50K,White_Male,Early Adulthood_Male
Early Adulthood,Private,126675,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,37,<=50K,White_Male,Early Adulthood_Male
Elderly,Self-emp-not-inc,349022,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,33,United-States,69,<=50K,White_Male,Elderly_Male
Early Adulthood,?,98145,Some-college,10,Divorced,?,Unmarried,Amer-Indian-Eskimo,Male,0,0,30,United-States,33,<=50K,Amer-Indian-Eskimo_Male,Early Adulthood_Male
Early Adulthood,Private,234901,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,Germany,37,>50K,White_Male,Early Adulthood_Male
Early Adulthood,Private,100681,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,2463,0,40,United-States,36,<=50K,White_Male,Early Adulthood_Male
Midlife,Self-emp-not-inc,265097,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,47,>50K,White_Male,Midlife_Male
Elderly,Private,237379,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,63,<=50K,White_Male,Elderly_Male
Youth,Private,44793,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,65,United-States,21,<=50K,White_Male,Youth_Male
Youth,Private,270942,HS-grad,9,Never-married,Other-service,Other-relative,White,Male,0,0,35,Mexico,17,<=50K,White_Male,Youth_Male
Midlife,Private,193622,HS-grad,9,Separated,Craft-repair,Unmarried,White,Male,0,0,40,United-States,56,<=50K,White_Male,Midlife_Male
Elderly,Local-gov,187749,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,20,Philippines,90,<=50K,Asian-Pac-Islander_Male,Elderly_Male
Early Adulthood,Private,160178,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,38,United-States,27,<=50K,White_Female,Early Adulthood_Female
Early Adulthood,Private,680390,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,20,United-States,38,<=50K,White_Female,Early Adulthood_Female
Early Adulthood,Private,96245,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,33,<=50K,White_Male,Early Adulthood_Male
Early Adulthood,Private,34803,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,26,<=50K,White_Female,Early Adulthood_Female
Youth,Private,170091,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,35,United-States,20,<=50K,White_Female,Youth_Female
Midlife,Private,231813,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,42,<=50K,White_Male,Midlife_Male
Midlife,Private,23789,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,55,<=50K,White_Female,Midlife_Female
Early Adulthood,State-gov,438711,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,Black,Female,0,0,40,United-States,32,<=50K,Black_Female,Early Adulthood_Female
Elderly,Private,169804,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,20051,0,40,United-States,66,>50K,White_Male,Elderly_Male
Elderly,Local-gov,376506,Doctorate,16,Divorced,Prof-specialty,Not-in-family,White,Female,3273,0,40,United-States,66,<=50K,White_Female,Elderly_Female
Midlife,Private,28791,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,49,<=50K,White_Female,Midlife_Female
Early Adulthood,Private,162814,HS-grad,9,Divorced,Protective-serv,Not-in-family,Black,Male,0,0,45,United-States,34,<=50K,Black_Male,Early Adulthood_Male
Early Adulthood,Private,58108,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,38,>50K,White_Male,Early Adulthood_Male
Early Adulthood,Self-emp-inc,102226,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,40,<=50K,White_Male,Early Adulthood_Male
Youth,Federal-gov,209131,Assoc-acdm,12,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,22,<=50K,White_Male,Youth_Male
Midlife,Self-emp-not-inc,157117,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,46,<=50K,White_Male,Midlife_Male
Early Adulthood,Private,172865,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,29,<=50K,White_Male,Early Adulthood_Male
Youth,Private,29798,12th,8,Never-married,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male,0,0,20,United-States,19,<=50K,Amer-Indian-Eskimo_Male,Youth_Male
Elderly,?,229424,HS-grad,9,Widowed,?,Not-in-family,White,Female,0,0,40,United-States,71,<=50K,White_Female,Elderly_Female
Early Adulthood,Local-gov,80680,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,1151,0,35,United-States,37,<=50K,White_Female,Early Adulthood_Female
Midlife,Local-gov,238959,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,32,United-States,52,>50K,White_Male,Midlife_Male
Early Adulthood,Private,189462,Masters,14,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,46,United-States,27,<=50K,White_Female,Early Adulthood_Female
Midlife,Private,139347,HS-grad,9,Married-civ-spouse,Transport-moving,Wife,White,Female,0,0,40,United-States,52,<=50K,White_Female,Midlife_Female
Early Adulthood,Private,188108,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,4101,0,40,United-States,31,<=50K,White_Male,Early Adulthood_Male
Early Adulthood,Self-emp-inc,111128,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,37,>50K,White_Male,Early Adulthood_Male
Early Adulthood,Private,81540,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,28,<=50K,White_Male,Early Adulthood_Male
Youth,Private,257562,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Mexico,25,<=50K,White_Male,Youth_Male
Early Adulthood,Private,59496,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,50,United-States,31,<=50K,White_Male,Early Adulthood_Male
Early Adulthood,Private,29974,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,29,<=50K,White_Male,Early Adulthood_Male
Midlife,Private,102597,HS-grad,9,Widowed,Adm-clerical,Unmarried,White,Female,0,0,35,United-States,45,<=50K,White_Female,Midlife_Female
Elderly,Private,41419,7th-8th,4,Married-civ-spouse,Other-service,Husband,White,Male,0,0,20,United-States,69,<=50K,White_Male,Elderly_Male
Midlife,Private,118565,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,50,<=50K,Black_Male,Midlife_Male
Midlife,State-gov,312897,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,46,England,54,>50K,White_Male,Midlife_Male
Youth,Private,166290,9th,5,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,17,<=50K,White_Female,Youth_Female
Early Adulthood,Private,160261,HS-grad,9,Never-married,Tech-support,Own-child,Asian-Pac-Islander,Male,14084,0,35,China,34,>50K,Asian-Pac-Islander_Male,Early Adulthood_Male
Early Adulthood,Self-emp-not-inc,116834,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,5,?,32,<=50K,White_Female,Early Adulthood_Female
Youth,Private,203076,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,23,<=50K,White_Male,Youth_Male
Elderly,Private,201197,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,66,>50K,White_Male,Elderly_Male
Elderly,Private,273803,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,61,<=50K,White_Male,Elderly_Male
Midlife,Private,156797,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,55,<=50K,White_Female,Midlife_Female
Youth,Private,283896,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,24,<=50K,White_Male,Youth_Male
Early Adulthood,Private,149368,HS-grad,9,Divorced,Sales,Unmarried,White,Male,1151,0,30,United-States,30,<=50K,White_Male,Early Adulthood_Male
Midlife,Private,156926,Assoc-voc,11,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,49,>50K,White_Male,Midlife_Male
Youth,?,163911,Some-college,10,Never-married,?,Own-child,White,Female,0,0,3,United-States,21,<=50K,White_Female,Youth_Female
Midlife,Self-emp-inc,165881,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,56,>50K,White_Male,Midlife_Male
Youth,Private,86872,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,25,<=50K,White_Male,Youth_Male
Midlife,Private,167523,Bachelors,13,Divorced,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,49,<=50K,White_Male,Midlife_Male
Midlife,Private,154950,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,58,>50K,White_Male,Midlife_Male
Early Adulthood,Federal-gov,171231,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,Puerto-Rico,40,<=50K,White_Male,Early Adulthood_Male
Elderly,Private,244933,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States,62,<=50K,White_Female,Elderly_Female
Midlife,Private,256908,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,25,United-States,54,>50K,White_Male,Midlife_Male
Early Adulthood,Self-emp-not-inc,33442,Assoc-voc,11,Never-married,Other-service,Other-relative,White,Female,0,0,40,United-States,34,<=50K,White_Female,Early Adulthood_Female
Youth,Private,126142,10th,6,Never-married,Craft-repair,Own-child,White,Male,0,0,30,United-States,18,<=50K,White_Male,Youth_Male
Early Adulthood,?,268222,11th,7,Never-married,?,Not-in-family,Black,Female,0,0,40,United-States,28,<=50K,Black_Female,Early Adulthood_Female
Early Adulthood,Private,167106,HS-grad,9,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,40,Hong,32,<=50K,Asian-Pac-Islander_Male,Early Adulthood_Male
Youth,Local-gov,50065,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,35,United-States,22,<=50K,White_Female,Youth_Female
Early Adulthood,State-gov,252529,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,48,United-States,34,<=50K,White_Male,Early Adulthood_Male
Midlife,?,199665,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,0,0,30,United-States,53,>50K,White_Male,Midlife_Male
Midlife,Private,343579,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Mexico,47,<=50K,White_Male,Midlife_Male
Youth,Private,190817,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,19,<=50K,White_Female,Youth_Female
Midlife,Self-emp-inc,151089,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2415,55,United-States,41,>50K,White_Male,Midlife_Male
Midlife,Private,186820,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female,5013,0,40,United-States,46,<=50K,White_Female,Midlife_Female
Midlife,Self-emp-not-inc,210731,7th-8th,4,Divorced,Sales,Other-relative,White,Male,0,0,20,Mexico,56,<=50K,White_Male,Midlife_Male
Midlife,Private,123816,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,Black,Female,0,0,40,United-States,42,<=50K,Black_Female,Midlife_Female
Youth,Private,77071,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,2339,35,United-States,25,<=50K,White_Female,Youth_Female
Midlife,Private,115085,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,50,United-States,42,<=50K,White_Male,Midlife_Male
Midlife,Private,170525,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,14344,0,40,United-States,43,>50K,White_Female,Midlife_Female
Youth,Private,209949,11th,7,Never-married,Sales,Own-child,White,Female,0,1602,12,United-States,17,<=50K,White_Female,Youth_Female
Midlife,Self-emp-not-inc,34297,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,57,>50K,White_Male,Midlife_Male
Early Adulthood,Private,180985,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,40,>50K,White_Male,Early Adulthood_Male
Elderly,Local-gov,33365,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,0,0,40,Canada,62,<=50K,White_Female,Elderly_Female
Youth,Private,197752,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,16,United-States,20,<=50K,White_Male,Youth_Male
Midlife,Private,180551,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,47,<=50K,White_Male,Midlife_Male
Early Adulthood,Private,77975,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,40,<=50K,White_Male,Early Adulthood_Male
Midlife,Private,159297,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,0,0,40,?,44,>50K,Asian-Pac-Islander_Female,Midlife_Female
Midlife,Private,94342,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States,48,<=50K,White_Male,Midlife_Male
Early Adulthood,Self-emp-inc,34180,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,39,>50K,White_Male,Early Adulthood_Male
Midlife,Local-gov,367251,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,46,>50K,Black_Male,Midlife_Male
Elderly,Self-emp-inc,172407,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,50,United-States,72,>50K,White_Male,Elderly_Male
Midlife,Private,303462,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,30,United-States,53,<=50K,White_Male,Midlife_Male
